"Day","Product title","Orders","Gross sales","Discounts","Returns","Net sales","Shipping charges","Duties","Additional fees","Taxes","Total sales"
"2026-03-25","LogOX 3-in-1 Forestry MultiTool",11,3179,-38.9,0,3140.1,0,0,0,0,3140.1
"2026-03-25","SawHaul Fixed Mount for Tractors",1,184.99,0,0,184.99,0,0,0,0,184.99
"2026-03-26","The Mingo Marker",1,37.99,0,0,37.99,0,0,0,0,37.99
"2026-03-26","LogOX Hauler",2,390,0,0,390,0,0,0,0,390
"2026-03-26","Team LogOX Sticker",14,0,0,0,0,0,0,0,0,0
"2026-03-26","CarryOX Gear Bag",1,64.95,0,0,64.95,0,0,0,0,64.95
"2026-03-26",,0,0,0,-15,-15,19.6,0,0,0,4.6
"2026-03-26","Team LogOX Hat",1,25,-25,0,0,0,0,0,0,0
"2026-03-26","The Woodhaven 12ft Firewood Rack",1,324,0,0,324,0,0,0,0,324
"2026-03-26","LogOX Hat",2,0,0,0,0,0,0,0,0,0
"2026-03-26","The LogOX Ultimate Bundle",1,594,-10,0,584,0,0,0,0,584
"2026-03-26","LogOX Forester Package",3,1185,-30,0,1155,0,0,0,0,1155
"2026-03-26","LogOX 3-in-1 Forestry MultiTool",10,2890,-58.9,0,2831.1,0,0,0,0,2831.1
"2026-03-26","LogOX Can Cooler",14,0,0,0,0,0,0,0,0,0
"2026-03-26","PickOX Pickaroon Attachment",1,49.95,-49.95,0,0,0,0,0,0,0
"2026-03-26","Granberg Precision Grinder (12V)",1,109,0,0,109,0,0,0,0,109
"2026-03-27","Granberg Alaskan Mill Backcountry Bundle 30in",1,622.5,0,0,622.5,0,0,0,0,622.5
"2026-03-27","CarryOX Gear Bag",1,64.95,0,0,64.95,0,0,0,0,64.95
"2026-03-27","Team LogOX Sticker",10,0,0,0,0,0,0,0,0,0
"2026-03-27","LogOX Hauler",1,195,0,-195,0,0,0,0,0,0
"2026-03-27","LogOX 3-in-1 Forestry MultiTool",9,2601,-38.9,0,2562.1,0,0,0,0,2562.1
"2026-03-27","LogOX Cant Handle Extension",1,39.95,0,-39.95,0,0,0,0,0,0
"2026-03-27","LogOX Hat",1,0,0,0,0,0,0,0,0,0
"2026-03-27","LogOX Can Cooler",10,0,0,0,0,0,0,0,0,0
"2026-03-27","PickOX Pickaroon Attachment",1,49.95,0,0,49.95,0,0,0,0,49.95
"2026-03-27",,0,0,0,0,0,28.01,0,0,0,28.01
"2026-03-27","LogOX Forester Package",3,1185,-20,0,1165,0,0,0,0,1165
"2026-03-28","PickOX Pickaroon Attachment",2,99.9,-1.77,0,98.13,0,0,0,0,98.13
"2026-03-28","TimberOX Summit 30-Ton Log Splitter",1,5995,0,0,5995,0,0,0,0,5995
"2026-03-28","Team LogOX Hat",1,25,-25,0,0,0,0,0,0,0
"2026-03-28","Granberg Precision Grinder (12V)",1,109,0,0,109,0,0,0,0,109
"2026-03-28","LogOX Forester Package",5,2370,-79,0,2291,0,0,0,0,2291
"2026-03-28","CarryOX Gear Bag",1,64.95,-1.84,0,63.11,0,0,0,0,63.11
"2026-03-28","Team LogOX Sticker",13,0,0,0,0,0,0,0,0,0
"2026-03-28","Granberg Alaskan Winch",1,136,0,0,136,0,0,0,0,136
"2026-03-28","WoodOX Sling",1,89.95,0,0,89.95,0,0,0,0,89.95
"2026-03-28","LogOX Hauler",2,390,0,0,390,0,0,0,0,390
"2026-03-28","The Woodsman Bundle",1,328.95,-10,0,318.95,0,0,0,0,318.95
"2026-03-28","The Mingo Marker",3,113.97,0,0,113.97,0,0,0,0,113.97
"2026-03-28","TimberOX Summit Dan-D-Lift Manual Log Lift",1,850,0,0,850,0,0,0,0,850
"2026-03-28","Mingo Marker Wheel (Individual)",1,15.99,0,0,15.99,0,0,0,0,15.99
"2026-03-28","LogOX Can Cooler",13,0,0,0,0,0,0,0,0,0
"2026-03-28",,0,0,0,0,0,421.15,0,0,0,421.15
"2026-03-28","The Woodhaven 5ft Crescent Firewood Rack and Cover",1,318.95,0,0,318.95,0,0,0,0,318.95
"2026-03-28","Set of (3) LogOX Swing-Lock Connection Pins",1,19,0,0,19,0,0,0,0,19
"2026-03-28","LogOX 3-in-1 Forestry MultiTool",7,2023,-40.39,0,1982.61,0,0,0,0,1982.61
"2026-03-28","LogOX Hat",1,0,0,0,0,0,0,0,0,0
"2026-03-29","LogOX 3-in-1 Forestry MultiTool",11,3179,-116.49,0,3062.51,0,0,0,0,3062.51
"2026-03-29","LogOX Forester Package",1,395,-39.5,0,355.5,0,0,0,0,355.5
"2026-03-29","The Woodhaven 3ft Firewood Rack",1,238,0,0,238,0,0,0,0,238
"2026-03-29",,0,0,0,0,0,53.16,0,0,0,53.16
"2026-03-29","Set of (3) LogOX Swing-Lock Connection Pins",2,19,0,0,19,0,0,0,0,19
"2026-03-29","LogOX Hauler",4,780,-40,-185,555,0,0,0,12.95,567.95
"2026-03-29","The Mingo Marker",1,37.99,0,0,37.99,0,0,0,0,37.99
"2026-03-29","PickOX Pickaroon Attachment",2,99.9,0,0,99.9,0,0,0,0,99.9
"2026-03-29","Team LogOX Sticker",11,0,0,0,0,0,0,0,0,0
"2026-03-29","Mingo Marker Wheel (Individual)",1,15.99,0,0,15.99,0,0,0,0,15.99
"2026-03-29","CarryOX Gear Bag",2,129.9,-2.21,0,127.69,0,0,0,0,127.69
"2026-03-29","LogOX Hauler Holster*",1,39.95,0,0,39.95,0,0,0,0,39.95
"2026-03-29","Granberg Precision Grinder (12V)",1,109,0,0,109,0,0,0,0,109
"2026-03-29","Original & Pro Series Combo Pack",1,95,0,0,95,0,0,0,0,95
"2026-03-29","SawHaul Snap-Lok Rotating Mount for Tractors",1,229.99,-10,0,219.99,0,0,0,0,219.99
"2026-03-29","LogOX Can Cooler",10,0,0,0,0,0,0,0,0,0
